delivery_from,english_wind_generated,scottish_wind_generated,total_wind_generated
2018-03-31 23:00:00+00:00,1680.06,614.578,2294.638
2018-03-31 23:30:00+00:00,1625.204,560.996,2186.2
2018-04-01 00:00:00+00:00,1446.452,514.734,1961.186
2018-04-01 00:30:00+00:00,1273.264,466.56,1739.824
2018-04-01 01:00:00+00:00,1387.798,387.37,1775.168
2018-04-01 01:30:00+00:00,1518.742,339.272,1858.014
2018-04-01 02:00:00+00:00,1578.12,296.536,1874.656
2018-04-01 02:30:00+00:00,1577.462,263.488,1840.95
2018-04-01 03:00:00+00:00,1523.086,264.544,1787.63
2018-04-01 03:30:00+00:00,1528.076,254.036,1782.112
2018-04-01 04:00:00+00:00,1494.1,251.468,1745.568
2018-04-01 04:30:00+00:00,1551.354,259.578,1810.932
2018-04-01 05:00:00+00:00,1461.224,285.622,1746.846
2018-04-01 05:30:00+00:00,1229.188,286.83,1516.018
2018-04-01 06:00:00+00:00,1096.856,265.56,1362.416
2018-04-01 06:30:00+00:00,976.822,219.83,1196.652
2018-04-01 07:00:00+00:00,886.766,193.022,1079.788
2018-04-01 07:30:00+00:00,804.494,170.468,974.962
2018-04-01 08:00:00+00:00,639.612,137.01,776.622
2018-04-01 08:30:00+00:00,491.73,126.984,618.714
2018-04-01 09:00:00+00:00,429.998,112.596,542.594
2018-04-01 09:30:00+00:00,358.762,111.836,470.598
2018-04-01 10:00:00+00:00,348.592,117.904,466.496
2018-04-01 10:30:00+00:00,387.316,110.888,498.204
2018-04-01 11:00:00+00:00,385.798,96.448,482.246
2018-04-01 11:30:00+00:00,374.11,77.288,451.398
2018-04-01 12:00:00+00:00,359.492,73.55,433.042
2018-04-01 12:30:00+00:00,354.052,97.26,451.312
2018-04-01 13:00:00+00:00,339.604,98.338,437.942
2018-04-01 13:30:00+00:00,338.02,112.978,450.998
2018-04-01 14:00:00+00:00,358.534,117.582,476.116
2018-04-01 14:30:00+00:00,410.458,82.97,493.428
2018-04-01 15:00:00+00:00,429.632,103.66,533.292
2018-04-01 15:30:00+00:00,470.844,120.604,591.448
2018-04-01 16:00:00+00:00,600.264,123.22,723.484
2018-04-01 16:30:00+00:00,767.724,116.898,884.622
2018-04-01 17:00:00+00:00,941.962,121.176,1063.138
2018-04-01 17:30:00+00:00,1096.412,155.378,1251.79
2018-04-01 18:00:00+00:00,1234.692,181.358,1416.05
2018-04-01 18:30:00+00:00,1397.892,233.532,1631.424
2018-04-01 19:00:00+00:00,1584.674,359.428,1944.102
2018-04-01 19:30:00+00:00,1815.39,418.13,2233.52
2018-04-01 20:00:00+00:00,2015.902,450.254,2466.156
2018-04-01 20:30:00+00:00,2064.566,443.194,2507.76
2018-04-01 21:00:00+00:00,2173.108,469.9,2643.008
2018-04-01 21:30:00+00:00,2400.556,503.634,2904.19
2018-04-01 22:00:00+00:00,2737.106,562.692,3299.798
2018-04-01 22:30:00+00:00,2996.166,590.788,3586.954
2018-04-01 23:00:00+00:00,3123.268,661.588,3784.856
2018-04-01 23:30:00+00:00,3211.488,713.106,3924.594
2018-04-02 00:00:00+00:00,3344.83,716.046,4060.876
2018-04-02 00:30:00+00:00,3365,719.666,4084.666
2018-04-02 01:00:00+00:00,3510.906,753.432,4264.338
2018-04-02 01:30:00+00:00,3687.204,833.704,4520.908
2018-04-02 02:00:00+00:00,3928.694,895.046,4823.74
2018-04-02 02:30:00+00:00,4107.174,1057.904,5165.078
2018-04-02 03:00:00+00:00,4222.064,1307.938,5530.002
2018-04-02 03:30:00+00:00,4382.306,1522.02,5904.326
2018-04-02 04:00:00+00:00,4525.482,1595.756,6121.238
2018-04-02 04:30:00+00:00,4953.508,1730.38,6683.888
2018-04-02 05:00:00+00:00,5196.038,1906.504,7102.542
2018-04-02 05:30:00+00:00,5394.644,2045.902,7440.546
2018-04-02 06:00:00+00:00,5614.286,2202.538,7816.824
2018-04-02 06:30:00+00:00,5665.28,2367.324,8032.604
2018-04-02 07:00:00+00:00,5624.468,2571.476,8195.944
2018-04-02 07:30:00+00:00,5533.482,2722.224,8255.706
2018-04-02 08:00:00+00:00,5620.036,2863.812,8483.848
2018-04-02 08:30:00+00:00,5778.618,3000.522,8779.14
2018-04-02 09:00:00+00:00,5753.872,3091.286,8845.158
2018-04-02 09:30:00+00:00,5606.954,3220.278,8827.232
2018-04-02 10:00:00+00:00,5483.104,3338.998,8822.102
2018-04-02 10:30:00+00:00,5259.374,3422.45,8681.824
2018-04-02 11:00:00+00:00,5526.35,3516.29,9042.64
2018-04-02 11:30:00+00:00,5595.584,3542.884,9138.468
2018-04-02 12:00:00+00:00,5619.978,3586.822,9206.8
2018-04-02 12:30:00+00:00,5429.75,3612.796,9042.546
2018-04-02 13:00:00+00:00,5272.234,3642.662,8914.896
2018-04-02 13:30:00+00:00,5211.426,3667.266,8878.692
2018-04-02 14:00:00+00:00,5192.082,3630.84,8822.922
2018-04-02 14:30:00+00:00,5171.378,3584.974,8756.352
2018-04-02 15:00:00+00:00,5267.044,3742.302,9009.346
2018-04-02 15:30:00+00:00,5152.314,3688.528,8840.842
2018-04-02 16:00:00+00:00,5259.064,3708.206,8967.27
2018-04-02 16:30:00+00:00,5344.654,3694.656,9039.31
2018-04-02 17:00:00+00:00,5204.452,3700.05,8904.502
2018-04-02 17:30:00+00:00,5106.468,3689.108,8795.576
2018-04-02 18:00:00+00:00,5061.032,3638.608,8699.64
2018-04-02 18:30:00+00:00,4996.606,3502.688,8499.294
2018-04-02 19:00:00+00:00,4743.918,3459.874,8203.792
2018-04-02 19:30:00+00:00,4579.76,3413.89,7993.65
2018-04-02 20:00:00+00:00,4490.874,3381.808,7872.682
2018-04-02 20:30:00+00:00,4420.054,3310.222,7730.276
2018-04-02 21:00:00+00:00,4484.702,3204.764,7689.466
2018-04-02 21:30:00+00:00,4441.658,3066.234,7507.892
2018-04-02 22:00:00+00:00,4517.38,2973.452,7490.832
2018-04-02 22:30:00+00:00,4549.98,2866.358,7416.338
2018-04-02 23:00:00+00:00,4670.05,2741.206,7411.256
2018-04-02 23:30:00+00:00,4807.49,2681.882,7489.372
2018-04-03 00:00:00+00:00,4738.338,2526.388,7264.726
2018-04-03 00:30:00+00:00,4766.558,2380.524,7147.082
2018-04-03 01:00:00+00:00,4593.842,2245.28,6839.122
2018-04-03 01:30:00+00:00,4468.266,2121.566,6589.832
2018-04-03 02:00:00+00:00,4324.494,2006.294,6330.788
2018-04-03 02:30:00+00:00,4406.16,1847.476,6253.636
2018-04-03 03:00:00+00:00,4403.628,1771.912,6175.54
2018-04-03 03:30:00+00:00,4420.33,1733.998,6154.328
2018-04-03 04:00:00+00:00,4405.784,1687.126,6092.91
2018-04-03 04:30:00+00:00,4421.376,1587.332,6008.708
2018-04-03 05:00:00+00:00,4445.74,1490.626,5936.366
2018-04-03 05:30:00+00:00,4411.242,1453.834,5865.076
2018-04-03 06:00:00+00:00,4381.282,1395.204,5776.486
2018-04-03 06:30:00+00:00,4305.968,1308.698,5614.666
2018-04-03 07:00:00+00:00,4245.656,1155.886,5401.542
2018-04-03 07:30:00+00:00,4333.808,1111.356,5445.164
2018-04-03 08:00:00+00:00,4499.018,1112.09,5611.108
2018-04-03 08:30:00+00:00,4480.784,1069.118,5549.902
2018-04-03 09:00:00+00:00,4708.374,1084.118,5792.492
2018-04-03 09:30:00+00:00,4658.308,1085.246,5743.554
2018-04-03 10:00:00+00:00,4497.29,1137.9,5635.19
2018-04-03 10:30:00+00:00,4694.178,1163.604,5857.782
2018-04-03 11:00:00+00:00,4709.43,1205.09,5914.52
2018-04-03 11:30:00+00:00,4969.374,1202.982,6172.356
2018-04-03 12:00:00+00:00,5189.66,1150.526,6340.186
2018-04-03 12:30:00+00:00,5265.714,1108.4,6374.114
2018-04-03 13:00:00+00:00,5295.812,1054.922,6350.734
2018-04-03 13:30:00+00:00,5378.894,1044.348,6423.242
2018-04-03 14:00:00+00:00,5365.718,1028.138,6393.856
2018-04-03 14:30:00+00:00,5306.606,1046.03,6352.636
2018-04-03 15:00:00+00:00,5236.06,1147.006,6383.066
2018-04-03 15:30:00+00:00,5074.66,1227.718,6302.378
2018-04-03 16:00:00+00:00,5038.806,1200.548,6239.354
2018-04-03 16:30:00+00:00,4950.434,1167.77,6118.204
2018-04-03 17:00:00+00:00,4779.588,1087.894,5867.482
2018-04-03 17:30:00+00:00,5045.076,1023.386,6068.462
2018-04-03 18:00:00+00:00,5136.686,904.002,6040.688
2018-04-03 18:30:00+00:00,4979.872,780.85,5760.722
2018-04-03 19:00:00+00:00,4835.416,777.614,5613.03
2018-04-03 19:30:00+00:00,4472.73,781.51,5254.24
2018-04-03 20:00:00+00:00,4207.074,727.938,4935.012
2018-04-03 20:30:00+00:00,4225.81,660.75,4886.56
2018-04-03 21:00:00+00:00,4320.396,627.736,4948.132
2018-04-03 21:30:00+00:00,4253.766,545.92,4799.686
2018-04-03 22:00:00+00:00,4003.062,502.584,4505.646
2018-04-03 22:30:00+00:00,3766.014,542.128,4308.142
2018-04-03 23:00:00+00:00,3802.772,557.074,4359.846
2018-04-03 23:30:00+00:00,3732.012,542.88,4274.892
2018-04-04 00:00:00+00:00,3796.698,545.66,4342.358
2018-04-04 00:30:00+00:00,3888.874,589.938,4478.812
2018-04-04 01:00:00+00:00,3637.258,601.994,4239.252
2018-04-04 01:30:00+00:00,3512.494,620.016,4132.51
2018-04-04 02:00:00+00:00,3544.09,639.458,4183.548
2018-04-04 02:30:00+00:00,3885.938,620.092,4506.03
2018-04-04 03:00:00+00:00,4174.592,604.428,4779.02
2018-04-04 03:30:00+00:00,4054.124,592.142,4646.266
2018-04-04 04:00:00+00:00,4163.614,640.44,4804.054
2018-04-04 04:30:00+00:00,4110.66,670.106,4780.766
2018-04-04 05:00:00+00:00,3998.15,676.564,4674.714
2018-04-04 05:30:00+00:00,3610.29,722.954,4333.244
2018-04-04 06:00:00+00:00,3301.384,734.566,4035.95
2018-04-04 06:30:00+00:00,3523.628,784.52,4308.148
2018-04-04 07:00:00+00:00,3600.66,864.564,4465.224
2018-04-04 07:30:00+00:00,3505.654,966.13,4471.784
2018-04-04 08:00:00+00:00,3431.816,1025.022,4456.838
2018-04-04 08:30:00+00:00,3164.464,1120.348,4284.812
2018-04-04 09:00:00+00:00,3231.296,1304.916,4536.212
2018-04-04 09:30:00+00:00,3150.792,1425.68,4576.472
2018-04-04 10:00:00+00:00,3195.284,1689.06,4884.344
2018-04-04 10:30:00+00:00,3232.55,2016.012,5248.562
2018-04-04 11:00:00+00:00,3086.314,2303.258,5389.572
2018-04-04 11:30:00+00:00,2940.302,2633.104,5573.406
2018-04-04 12:00:00+00:00,3079.428,2850.43,5929.858
2018-04-04 12:30:00+00:00,3612.43,3004.596,6617.026
2018-04-04 13:00:00+00:00,4119.622,3115.412,7235.034
2018-04-04 13:30:00+00:00,4558.616,3141.268,7699.884
2018-04-04 14:00:00+00:00,5094.118,3135.002,8229.12
2018-04-04 14:30:00+00:00,5691.114,3086.2,8777.314
2018-04-04 15:00:00+00:00,6083.696,2986.58,9070.276
2018-04-04 15:30:00+00:00,6257.534,2937.41,9194.944
2018-04-04 16:00:00+00:00,6039.11,2829.428,8868.538
2018-04-04 16:30:00+00:00,5981.28,2794.97,8776.25
2018-04-04 17:00:00+00:00,6080.368,2758.912,8839.28
2018-04-04 17:30:00+00:00,6019.404,2721.38,8740.784
2018-04-04 18:00:00+00:00,5883.172,2520.726,8403.898
2018-04-04 18:30:00+00:00,5690.494,2350.734,8041.228
2018-04-04 19:00:00+00:00,5369.848,2168.09,7537.938
2018-04-04 19:30:00+00:00,5161.608,2043.72,7205.328
2018-04-04 20:00:00+00:00,5320.386,2001.92,7322.306
2018-04-04 20:30:00+00:00,5595.19,1857.716,7452.906
2018-04-04 21:00:00+00:00,6076.654,1736.976,7813.63
2018-04-04 21:30:00+00:00,6277.708,1555.044,7832.752
2018-04-04 22:00:00+00:00,6290.93,1513.518,7804.448
2018-04-04 22:30:00+00:00,6161.902,1410.622,7572.524
2018-04-04 23:00:00+00:00,6194.576,1340.31,7534.886
2018-04-04 23:30:00+00:00,6213.872,1318.114,7531.986
2018-04-05 00:00:00+00:00,5864.302,1227.386,7091.688
2018-04-05 00:30:00+00:00,5700.71,1265.16,6965.87
2018-04-05 01:00:00+00:00,5618.526,1303.212,6921.738
2018-04-05 01:30:00+00:00,5454.378,1269.306,6723.684
2018-04-05 02:00:00+00:00,5195.64,1177.236,6372.876
2018-04-05 02:30:00+00:00,4743.944,1068.758,5812.702
2018-04-05 03:00:00+00:00,4442.03,1051.718,5493.748
2018-04-05 03:30:00+00:00,4217.668,1029.458,5247.126
2018-04-05 04:00:00+00:00,4065.576,1010.158,5075.734
2018-04-05 04:30:00+00:00,4104.914,1090.864,5195.778
2018-04-05 05:00:00+00:00,4056.868,1144,5200.868
2018-04-05 05:30:00+00:00,4016.964,1175.442,5192.406
2018-04-05 06:00:00+00:00,4062.014,1309.946,5371.96
2018-04-05 06:30:00+00:00,3902.4,1443.856,5346.256
2018-04-05 07:00:00+00:00,3584.44,1386.236,4970.676
2018-04-05 07:30:00+00:00,3489.798,1305.698,4795.496
2018-04-05 08:00:00+00:00,3166.432,1325.094,4491.526
2018-04-05 08:30:00+00:00,2733.7,1294.71,4028.41
2018-04-05 09:00:00+00:00,2229.886,1315.222,3545.108
2018-04-05 09:30:00+00:00,1839.47,1402.564,3242.034
2018-04-05 10:00:00+00:00,1470.046,1353.808,2823.854
2018-04-05 10:30:00+00:00,1053.214,1332.692,2385.906
2018-04-05 11:00:00+00:00,883.558,1348.384,2231.942
2018-04-05 11:30:00+00:00,745.294,1374.906,2120.2
2018-04-05 12:00:00+00:00,647.768,1342.248,1990.016
2018-04-05 12:30:00+00:00,516.052,1315.766,1831.818
2018-04-05 13:00:00+00:00,481.182,1210.66,1691.842
2018-04-05 13:30:00+00:00,529.12,1209.752,1738.872
2018-04-05 14:00:00+00:00,669.426,1219.054,1888.48
2018-04-05 14:30:00+00:00,767.486,1132.944,1900.43
2018-04-05 15:00:00+00:00,762.1,1060.668,1822.768
2018-04-05 15:30:00+00:00,832.174,1002.302,1834.476
2018-04-05 16:00:00+00:00,994.422,887.036,1881.458
2018-04-05 16:30:00+00:00,1197.23,812.842,2010.072
2018-04-05 17:00:00+00:00,1269.252,658.686,1927.938
2018-04-05 17:30:00+00:00,1389.058,558.898,1947.956
2018-04-05 18:00:00+00:00,1627.594,492.092,2119.686
2018-04-05 18:30:00+00:00,1995.778,513.006,2508.784
2018-04-05 19:00:00+00:00,2258.54,609.886,2868.426
2018-04-05 19:30:00+00:00,2477.216,547.188,3024.404
2018-04-05 20:00:00+00:00,2626.084,669.77,3295.854
2018-04-05 20:30:00+00:00,2719.61,745.462,3465.072
2018-04-05 21:00:00+00:00,2945.896,820.38,3766.276
2018-04-05 21:30:00+00:00,3209.562,883.592,4093.154
2018-04-05 22:00:00+00:00,3363.806,1031.324,4395.13
2018-04-05 22:30:00+00:00,3661.664,1172.278,4833.942
2018-04-05 23:00:00+00:00,3903.776,1353.358,5257.134
2018-04-05 23:30:00+00:00,4118.408,1486.522,5604.93
2018-04-06 00:00:00+00:00,4400.522,1472.352,5872.874
2018-04-06 00:30:00+00:00,4574.468,1496.838,6071.306
2018-04-06 01:00:00+00:00,4711.226,1595.74,6306.966
2018-04-06 01:30:00+00:00,4764.032,1718.77,6482.802
2018-04-06 02:00:00+00:00,4925.328,1765.346,6690.674
2018-04-06 02:30:00+00:00,5233.862,1817.192,7051.054
2018-04-06 03:00:00+00:00,5498.792,1972.81,7471.602
2018-04-06 03:30:00+00:00,5616.28,2260.864,7877.144
2018-04-06 04:00:00+00:00,5597.904,2407.444,8005.348
2018-04-06 04:30:00+00:00,5710.524,2473.162,8183.686
2018-04-06 05:00:00+00:00,5802.126,2522.604,8324.73
2018-04-06 05:30:00+00:00,5796.608,2643.95,8440.558
2018-04-06 06:00:00+00:00,5793.564,2683.432,8476.996
2018-04-06 06:30:00+00:00,5766.848,2896.864,8663.712
2018-04-06 07:00:00+00:00,5808.47,2879.998,8688.468
2018-04-06 07:30:00+00:00,5658.87,2734.236,8393.106
2018-04-06 08:00:00+00:00,5486.778,2787.262,8274.04
2018-04-06 08:30:00+00:00,5447.596,2801.158,8248.754
2018-04-06 09:00:00+00:00,5313.984,2716.762,8030.746
2018-04-06 09:30:00+00:00,5381.014,2728.188,8109.202
2018-04-06 10:00:00+00:00,5249.428,2761.448,8010.876
2018-04-06 10:30:00+00:00,5265.38,2843.684,8109.064
2018-04-06 11:00:00+00:00,5187.536,2978.348,8165.884
2018-04-06 11:30:00+00:00,5267.188,3074.882,8342.07
2018-04-06 12:00:00+00:00,5386.644,3183.726,8570.37
2018-04-06 12:30:00+00:00,5544.56,3234.214,8778.774
2018-04-06 13:00:00+00:00,5638.906,3359.386,8998.292
2018-04-06 13:30:00+00:00,5813.312,3480.254,9293.566
2018-04-06 14:00:00+00:00,5779.708,3410.222,9189.93
2018-04-06 14:30:00+00:00,5793.968,3377.322,9171.29
2018-04-06 15:00:00+00:00,5790.632,3371.012,9161.644
2018-04-06 15:30:00+00:00,5793.112,3181.41,8974.522
2018-04-06 16:00:00+00:00,5863.634,3294.848,9158.482
2018-04-06 16:30:00+00:00,5796.81,3336.63,9133.44
2018-04-06 17:00:00+00:00,5497.168,3350.424,8847.592
2018-04-06 17:30:00+00:00,5152.136,3446.402,8598.538
2018-04-06 18:00:00+00:00,4757.814,3567.168,8324.982
2018-04-06 18:30:00+00:00,4455.886,3485.616,7941.502
2018-04-06 19:00:00+00:00,4382.692,3525.156,7907.848
2018-04-06 19:30:00+00:00,4268.848,3579.362,7848.21
2018-04-06 20:00:00+00:00,4261.758,3613.802,7875.56
2018-04-06 20:30:00+00:00,4255.054,3147.994,7403.048
2018-04-06 21:00:00+00:00,4251.488,3079.122,7330.61
2018-04-06 21:30:00+00:00,4167.616,2894.998,7062.614
2018-04-06 22:00:00+00:00,3879.54,2448.4,6327.94
2018-04-06 22:30:00+00:00,3434.662,2410.962,5845.624
2018-04-06 23:00:00+00:00,3159.62,2347.202,5506.822
2018-04-06 23:30:00+00:00,2935.864,2261.118,5196.982
2018-04-07 00:00:00+00:00,2904.732,2245.736,5150.468
2018-04-07 00:30:00+00:00,2559.122,2266.928,4826.05
2018-04-07 01:00:00+00:00,2327.584,2398.766,4726.35
2018-04-07 01:30:00+00:00,2070.392,2506.152,4576.544
2018-04-07 02:00:00+00:00,1892.328,2776.464,4668.792
2018-04-07 02:30:00+00:00,1722.29,2888.808,4611.098
2018-04-07 03:00:00+00:00,1456.964,2629.02,4085.984
2018-04-07 03:30:00+00:00,1305.732,2383.92,3689.652
2018-04-07 04:00:00+00:00,1278.912,2318.38,3597.292
2018-04-07 04:30:00+00:00,1183.214,1959.384,3142.598
2018-04-07 05:00:00+00:00,1230.462,1525.736,2756.198
2018-04-07 05:30:00+00:00,1276.984,1459.264,2736.248
2018-04-07 06:00:00+00:00,1222.34,1267.202,2489.542
2018-04-07 06:30:00+00:00,1357.586,1121.946,2479.532
2018-04-07 07:00:00+00:00,1342.116,954.024,2296.14
2018-04-07 07:30:00+00:00,1178.69,849.27,2027.96
2018-04-07 08:00:00+00:00,1157.952,761.312,1919.264
2018-04-07 08:30:00+00:00,1083.09,750.238,1833.328
2018-04-07 09:00:00+00:00,1171.474,672.786,1844.26
2018-04-07 09:30:00+00:00,1221.17,515.872,1737.042
2018-04-07 10:00:00+00:00,1429.626,466.744,1896.37
2018-04-07 10:30:00+00:00,1590.428,380.364,1970.792
2018-04-07 11:00:00+00:00,1531.258,354.148,1885.406
2018-04-07 11:30:00+00:00,1632.32,291.042,1923.362
2018-04-07 12:00:00+00:00,1555.602,228.994,1784.596
2018-04-07 12:30:00+00:00,1573.882,195.528,1769.41
2018-04-07 13:00:00+00:00,1675.738,156.08,1831.818
2018-04-07 13:30:00+00:00,1960.094,146.564,2106.658
2018-04-07 14:00:00+00:00,1945.064,122.578,2067.642
2018-04-07 14:30:00+00:00,2202.034,104.782,2306.816
2018-04-07 15:00:00+00:00,2277.712,92.992,2370.704
2018-04-07 15:30:00+00:00,2353.612,78.036,2431.648
2018-04-07 16:00:00+00:00,2294.788,67.586,2362.374
2018-04-07 16:30:00+00:00,2155.688,79.358,2235.046
2018-04-07 17:00:00+00:00,2108.882,80.996,2189.878
2018-04-07 17:30:00+00:00,2059.968,90.892,2150.86
2018-04-07 18:00:00+00:00,2041.702,105.16,2146.862
2018-04-07 18:30:00+00:00,2111.474,106.408,2217.882
2018-04-07 19:00:00+00:00,1920.128,94.432,2014.56
2018-04-07 19:30:00+00:00,1911.648,97.42,2009.068
2018-04-07 20:00:00+00:00,1923.404,91.186,2014.59
2018-04-07 20:30:00+00:00,1765.484,98.628,1864.112
2018-04-07 21:00:00+00:00,1531.052,92.962,1624.014
2018-04-07 21:30:00+00:00,1247.692,90.636,1338.328
2018-04-07 22:00:00+00:00,974.978,88.344,1063.322
2018-04-07 22:30:00+00:00,852.47,97.766,950.236
2018-04-07 23:00:00+00:00,592.634,123.07,715.704
2018-04-07 23:30:00+00:00,512.274,140.798,653.072
2018-04-08 00:00:00+00:00,396,150.768,546.768
2018-04-08 00:30:00+00:00,294.534,156.32,450.854
2018-04-08 01:00:00+00:00,213.984,167.79,381.774
2018-04-08 01:30:00+00:00,154.584,162.188,316.772
2018-04-08 02:00:00+00:00,122.448,120.514,242.962
2018-04-08 02:30:00+00:00,137.324,101.854,239.178
2018-04-08 03:00:00+00:00,133.296,122.612,255.908
2018-04-08 03:30:00+00:00,173.434,114.218,287.652
2018-04-08 04:00:00+00:00,233.68,133.322,367.002
2018-04-08 04:30:00+00:00,233.062,148.656,381.718
2018-04-08 05:00:00+00:00,237.492,137.02,374.512
2018-04-08 05:30:00+00:00,226.05,137.616,363.666
2018-04-08 06:00:00+00:00,175.784,139.528,315.312
2018-04-08 06:30:00+00:00,153.276,140.768,294.044
2018-04-08 07:00:00+00:00,144.62,131.114,275.734
2018-04-08 07:30:00+00:00,162.634,101.886,264.52
2018-04-08 08:00:00+00:00,152.196,78.53,230.726
2018-04-08 08:30:00+00:00,138.354,74.278,212.632
2018-04-08 09:00:00+00:00,134.08,73.7,207.78
2018-04-08 09:30:00+00:00,146.64,80.48,227.12
2018-04-08 10:00:00+00:00,132.468,83.036,215.504
2018-04-08 10:30:00+00:00,113.588,92.554,206.142
2018-04-08 11:00:00+00:00,128.36,100.74,229.1
2018-04-08 11:30:00+00:00,148.816,122.382,271.198
2018-04-08 12:00:00+00:00,183.688,132.188,315.876
2018-04-08 12:30:00+00:00,218.834,128.856,347.69
2018-04-08 13:00:00+00:00,222.352,128.24,350.592
2018-04-08 13:30:00+00:00,195.848,114.492,310.34
2018-04-08 14:00:00+00:00,189.86,125.364,315.224
2018-04-08 14:30:00+00:00,201.468,120.058,321.526
2018-04-08 15:00:00+00:00,175.504,96.274,271.778
2018-04-08 15:30:00+00:00,169.472,91.424,260.896
2018-04-08 16:00:00+00:00,141.6,100.032,241.632
2018-04-08 16:30:00+00:00,150.754,100.856,251.61
2018-04-08 17:00:00+00:00,102.336,89.638,191.974
2018-04-08 17:30:00+00:00,109.038,64.994,174.032
2018-04-08 18:00:00+00:00,103.97,61.06,165.03
2018-04-08 18:30:00+00:00,118.374,65.31,183.684
2018-04-08 19:00:00+00:00,155.844,66.148,221.992
2018-04-08 19:30:00+00:00,159.916,67.702,227.618
2018-04-08 20:00:00+00:00,222.056,71.386,293.442
2018-04-08 20:30:00+00:00,309.538,77.716,387.254
2018-04-08 21:00:00+00:00,342.404,101.856,444.26
2018-04-08 21:30:00+00:00,311.13,118.372,429.502
2018-04-08 22:00:00+00:00,367.994,113.98,481.974
2018-04-08 22:30:00+00:00,522.856,111.94,634.796
2018-04-08 23:00:00+00:00,554.574,116.552,671.126
2018-04-08 23:30:00+00:00,576.602,127.692,704.294
2018-04-09 00:00:00+00:00,442.48,145.172,587.652
2018-04-09 00:30:00+00:00,364.784,137.212,501.996
2018-04-09 01:00:00+00:00,377.978,114.886,492.864
2018-04-09 01:30:00+00:00,390.24,140.328,530.568
2018-04-09 02:00:00+00:00,280.326,152.31,432.636
2018-04-09 02:30:00+00:00,229.134,146.396,375.53
2018-04-09 03:00:00+00:00,220.812,128.96,349.772
2018-04-09 03:30:00+00:00,197.724,110.666,308.39
2018-04-09 04:00:00+00:00,247.334,100.722,348.056
2018-04-09 04:30:00+00:00,336.872,94.33,431.202
2018-04-09 05:00:00+00:00,397.748,100.032,497.78
2018-04-09 05:30:00+00:00,532.992,114.808,647.8
2018-04-09 06:00:00+00:00,556.578,125.294,681.872
2018-04-09 06:30:00+00:00,568.566,119.966,688.532
2018-04-09 07:00:00+00:00,462.964,149.762,612.726
2018-04-09 07:30:00+00:00,491.1,148.528,639.628
2018-04-09 08:00:00+00:00,497.656,158.888,656.544
2018-04-09 08:30:00+00:00,535.652,168.972,704.624
2018-04-09 09:00:00+00:00,551.644,173.91,725.554
2018-04-09 09:30:00+00:00,510.946,197.998,708.944
2018-04-09 10:00:00+00:00,521.17,207.706,728.876
2018-04-09 10:30:00+00:00,470.396,204.956,675.352
2018-04-09 11:00:00+00:00,417.746,218.892,636.638
2018-04-09 11:30:00+00:00,465.086,260.942,726.028
2018-04-09 12:00:00+00:00,520.824,263.696,784.52
2018-04-09 12:30:00+00:00,579.782,266.93,846.712
2018-04-09 13:00:00+00:00,619.32,306.084,925.404
2018-04-09 13:30:00+00:00,738.364,392.926,1131.29
2018-04-09 14:00:00+00:00,805.02,437.022,1242.042
2018-04-09 14:30:00+00:00,851.828,439.928,1291.756
2018-04-09 15:00:00+00:00,955.392,411.202,1366.594
2018-04-09 15:30:00+00:00,1096.478,479.478,1575.956
2018-04-09 16:00:00+00:00,1293.014,559.118,1852.132
2018-04-09 16:30:00+00:00,1453.134,628.422,2081.556
2018-04-09 17:00:00+00:00,1806.22,645.632,2451.852
2018-04-09 17:30:00+00:00,2441.634,708.928,3150.562
2018-04-09 18:00:00+00:00,2599.282,765.394,3364.676
2018-04-09 18:30:00+00:00,2523.858,929.146,3453.004
2018-04-09 19:00:00+00:00,2466.578,1016.96,3483.538
2018-04-09 19:30:00+00:00,2444.274,1109.936,3554.21
2018-04-09 20:00:00+00:00,2726.452,1260.058,3986.51
2018-04-09 20:30:00+00:00,3134.02,1354.78,4488.8
2018-04-09 21:00:00+00:00,3234.312,1349.22,4583.532
2018-04-09 21:30:00+00:00,3454.948,1448.586,4903.534
2018-04-09 22:00:00+00:00,3780.604,1565.05,5345.654
2018-04-09 22:30:00+00:00,3900.744,1554.112,5454.856
2018-04-09 23:00:00+00:00,3988.16,1690.594,5678.754
2018-04-09 23:30:00+00:00,3938.32,1666.916,5605.236
2018-04-10 00:00:00+00:00,3977.49,1633.594,5611.084
2018-04-10 00:30:00+00:00,4154.82,1787.832,5942.652
2018-04-10 01:00:00+00:00,4238.764,1904.642,6143.406
2018-04-10 01:30:00+00:00,4220.684,1964.236,6184.92
2018-04-10 02:00:00+00:00,4167.4,2022.43,6189.83
2018-04-10 02:30:00+00:00,4157.826,2074.504,6232.33
2018-04-10 03:00:00+00:00,4165.664,2100.652,6266.316
2018-04-10 03:30:00+00:00,4145.11,2136.51,6281.62
2018-04-10 04:00:00+00:00,4192.2,2179.832,6372.032
2018-04-10 04:30:00+00:00,4149.696,2274.8,6424.496
2018-04-10 05:00:00+00:00,4018.558,2494.722,6513.28
2018-04-10 05:30:00+00:00,3899.642,2749.1,6648.742
2018-04-10 06:00:00+00:00,3729.31,2725.692,6455.002
2018-04-10 06:30:00+00:00,3583.574,2685.916,6269.49
2018-04-10 07:00:00+00:00,3485.364,2680.274,6165.638
2018-04-10 07:30:00+00:00,3196.146,2637.292,5833.438
